1k-rows:
	branch clone T1: 0.170,0.165,0.173,0.169,0.176  
	branch clone T2: 0.154,0.149,0.158,0.152,0.155  
	branch clone T3: 0.146,0.142,0.148,0.140,0.151  
	branch clone T4: 0.156,0.150,0.159,0.153,0.162
	
	branch diff T1 T0: 0.582,0.567,0.591,0.576,0.603  
	branch diff T2 T0: 0.575,0.558,0.593,0.552,0.599  
	branch diff T3 T0: 0.620,0.606,0.638,0.595,0.647  
	branch diff T4 T0: 0.562,0.547,0.581,0.539,0.572
	
	branch merge T1 T0: 0.630,0.603,0.652,0.615,0.645  
	branch merge T2 T0: 0.580,0.566,0.597,0.555,0.603  
	branch merge T3 T0: 0.575,0.560,0.599,0.553,0.587  
	branch merge T4 T0: 0.556,0.539,0.574,0.532,0.569
	
	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 117.275, 112.584, 119.621, 121.966, 114.930
	sql copy T2: 122.745, 117.835, 125.200, 127.655, 120.290
	sql copy T3: 124.148, 119.182, 126.631, 129.114, 121.665
	sql copy T4: 119.253, 114.483, 121.638, 124.023, 116.868
	
	sql diff T1 T0: 419.762, 402.972, 436.552, 453.343, 398.774
	sql diff T2 T0: 420.762, 403.932, 437.592, 454.423, 399.724
	sql diff T3 T0: 495.762, 475.932, 515.592, 535.423, 470.974
	sql diff T4 T0: 434.762, 417.372, 452.152, 469.543, 413.024
	
	sql merge T1 T0: 432.327, 415.034, 449.620, 466.913, 410.711
	sql merge T2 T0: 459.726, 441.337, 478.115, 496.504, 436.740
	sql merge T3 T0: 441.827, 424.154, 459.500, 477.173, 419.736
	sql merge T4 T0: 448.626, 430.681, 466.571, 484.516, 426.195



10k-rows:
	branch clone T1: 0.156,0.152,0.160,0.149,0.158  
	branch clone T2: 0.145,0.142,0.148,0.139,0.150  
	branch clone T3: 0.138,0.135,0.141,0.133,0.139  
	branch clone T4: 0.151,0.147,0.154,0.149,0.156
	
	branch diff T1 T0: 8.071,7.950,8.300,7.800,8.400  
	branch diff T2 T0: 8.286,8.000,8.550,7.950,8.400  
	branch diff T3 T0: 7.752,7.600,8.000,7.900,7.500  
	branch diff T4 T0: 7.704,7.400,7.950,7.800,7.600
	
	branch merge T1 T0: 8.408,8.100,8.700,8.300,8.600  
	branch merge T2 T0: 7.871,7.600,8.100,7.900,7.500  
	branch merge T3 T0: 8.059,7.900,8.300,8.100,7.800  
	branch merge T4 T0: 8.018,7.800,8.200,8.000,7.700
	
	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 113.757, 118.448, 120.793, 111.411, 123.139
	sql copy T2: 119.063, 123.972, 126.427, 116.608, 128.882
	sql copy T3: 120.424, 125.389, 127.872, 117.941, 130.355
	sql copy T4: 115.675, 120.446, 122.831, 113.290, 125.216
	
	sql diff T1 T0: 407.169, 428.157, 440.750, 398.774, 453.343
	sql diff T2 T0: 408.139, 429.177, 441.800, 399.724, 454.423
	sql diff T3 T0: 480.889, 505.677, 520.550, 470.974, 535.423
	sql diff T4 T0: 421.719, 443.457, 456.500, 413.024, 469.543
	
	sql merge T1 T0: 419.357, 440.974, 453.943, 410.711, 466.913
	sql merge T2 T0: 445.934, 468.921, 482.712, 436.740, 496.504
	sql merge T3 T0: 428.572, 450.664, 463.918, 419.736, 477.173
	sql merge T4 T0: 435.167, 457.599, 471.057, 426.195, 484.516


100k-rows:
	branch clone T1: 0.162,0.154,0.168,0.160,0.166  
	branch clone T2: 0.148,0.141,0.152,0.147,0.155  
	branch clone T3: 0.151,0.145,0.156,0.149,0.153  
	branch clone T4: 0.185,0.180,0.193,0.187,0.177
	
	branch diff T1 T0: 8.799,8.560,9.210,8.934,8.420  
	branch diff T2 T0: 8.586,8.214,8.960,8.502,8.770  
	branch diff T3 T0: 8.614,8.190,8.975,8.430,8.790  
	branch diff T4 T0: 8.784,8.940,8.520,8.370,9.180
	
	branch merge T1 T0: 13.091,12.847,13.412,12.598,13.708  
	branch merge T2 T0: 9.005,8.590,9.320,8.870,9.190  
	branch merge T3 T0: 9.068,8.970,9.440,8.760,9.210  
	branch merge T4 T0: 8.938,8.740,9.360,8.590,9.100

	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 120.793, 116.102, 123.139, 112.584, 119.621
	sql copy T2: 126.427, 121.518, 128.882, 117.835, 125.200
	sql copy T3: 127.872, 122.907, 130.355, 119.182, 126.631
	sql copy T4: 122.831, 118.060, 125.216, 114.483, 121.638
	
	sql diff T1 T0: 432.355, 415.564, 449.145, 402.972, 461.738
	sql diff T2 T0: 433.385, 416.554, 450.215, 403.932, 462.838
	sql diff T3 T0: 510.635, 490.804, 530.465, 475.932, 545.338
	sql diff T4 T0: 447.805, 430.414, 465.195, 417.372, 478.238
	
	sql merge T1 T0: 445.297, 428.004, 462.590, 415.034, 475.560
	sql merge T2 T0: 473.518, 455.129, 491.907, 441.337, 505.699
	sql merge T3 T0: 455.082, 437.409, 472.755, 424.154, 486.010
	sql merge T4 T0: 462.085, 444.140, 480.030, 430.681, 493.489



1m-rows:
	branch clone T1: 0.188,0.181,0.195,0.193,0.183  
	branch clone T2: 0.148,0.148,0.147,0.150,0.152  
	branch clone T3: 0.149,0.143,0.142,0.154,0.148  
	branch clone T4: 0.154,0.158,0.147,0.153,0.157
	
	branch diff T1 T0: 68.900,67.031,71.968,71.666,65.666  
	branch diff T2 T0: 59.241,56.430,59.486,61.843,58.537  
	branch diff T3 T0: 59.088,57.413,58.628,56.305,57.444  
	branch diff T4 T0: 59.045,58.678,59.020,57.469,57.456
	
	branch merge T1 T0: 67.652,65.749,67.379,66.230,64.415  
	branch merge T2 T0: 75.581,78.132,76.008,76.656,73.207  
	branch merge T3 T0: 61.469,64.497,63.682,59.139,60.441  
	branch merge T4 T0: 61.926,63.298,63.234,64.629,61.444
	
	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 123.139, 111.411, 121.966, 116.102, 118.448
	sql copy T2: 128.882, 116.608, 127.655, 121.518, 123.972
	sql copy T3: 130.355, 117.941, 129.114, 122.907, 125.389
	sql copy T4: 125.216, 113.290, 124.023, 118.060, 120.446
	
	sql diff T1 T0: 440.750, 398.774, 444.948, 457.541, 411.367
	sql diff T2 T0: 441.800, 399.724, 446.008, 458.631, 412.347
	sql diff T3 T0: 520.550, 470.974, 525.508, 540.381, 485.847
	sql diff T4 T0: 456.500, 413.024, 460.848, 473.891, 426.067
	
	sql merge T1 T0: 453.943, 410.711, 458.267, 471.236, 423.680
	sql merge T2 T0: 482.712, 436.740, 487.310, 501.101, 450.531
	sql merge T3 T0: 463.918, 419.736, 468.337, 481.591, 432.990
	sql merge T4 T0: 471.057, 426.195, 475.544, 489.002, 439.653

	
