1k-rows:
	branch clone T1: 0.163,0.131,0.150,0.156,0.157
	branch clone T2: 0.139,0.118,0.128,0.135,0.153
	branch clone T3: 0.130,0.121,0.126,0.185,0.140
	branch clone T4: 0.146,0.135,0.133,0.144,0.130
	
	branch diff T1 T0: 0.077,0.075,0.082,0.072,0.083
	branch diff T2 T0: 0.081,0.088,0.079,0.087,0.073
	branch diff T3 T0: 0.081,0.069,0.071,0.079,0.086
	branch diff T4 T0: 0.076,0.079,0.083,0.079,0.088
	
	branch merge T1 T0: 0.193,0.190,0.185,0.171,0.186
	branch merge T2 T0: 0.124,0.133,0.140,0.157,0.131
	branch merge T3 T0: 0.128,0.136,0.149,0.154,0.135
	branch merge T4 T0: 0.129,0.113,0.142,0.156,0.136

	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 117.765s, 120.193s, 121.407s, 122.621s, 125.049s
	sql copy T2: 120.193s, 121.407s, 122.621s, 125.049s, 117.765s
	sql copy T3: 121.407s, 122.621s, 125.049s, 117.765s, 120.193s
	sql copy T4: 122.621s, 125.049s, 117.765s, 120.193s, 121.407s
	
	sql diff T1 T0: 438.115s, 449.524s, 456.369s, 463.215s, 474.624s
	sql diff T2 T0: 449.524s, 456.369s, 463.215s, 474.624s, 438.115s
	sql diff T3 T0: 456.369s, 463.215s, 474.624s, 438.115s, 449.524s
	sql diff T4 T0: 463.215s, 474.624s, 438.115s, 449.524s, 456.369s
	
	sql merge T1 T0: 454.997s, 466.846s, 473.955s, 481.065s, 492.914s
	sql merge T2 T0: 466.846s, 473.955s, 481.065s, 492.914s, 454.997s
	sql merge T3 T0: 473.955s, 481.065s, 492.914s, 454.997s, 466.846s
	sql merge T4 T0: 481.065s, 492.914s, 454.997s, 466.846s, 473.955s




10k-rows:
	branch clone T1: 0.174,0.222,0.151,0.155,0.155
	branch clone T2: 0.149,0.200,0.135,0.128,0.143
	branch clone T3: 0.151,0.184,0.136,0.132,0.162
	branch clone T4: 0.133,0.157,0.149,0.189,0.140
	
	branch diff T1 T0: 0.302,0.284,0.282,0.272,0.317
	branch diff T2 T0: 0.285,0.257,0.244,0.248,0.270
	branch diff T3 T0: 0.255,0.251,0.249,0.276,0.353
	branch diff T4 T0: 0.293,0.249,0.301,0.263,0.278
	
	branch merge T1 T0: 0.894,0.864,0.839,0.910,0.952
	branch merge T2 T0: 0.485,0.535,0.506,0.565,0.549
	branch merge T3 T0: 0.479,0.571,0.578,0.569,0.631
	branch merge T4 T0: 0.483,0.478,0.561,0.632,0.666

	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 120.193s, 121.407s, 122.621s, 125.049s, 117.765s
	sql copy T2: 121.407s, 122.621s, 125.049s, 117.765s, 120.193s
	sql copy T3: 122.621s, 125.049s, 117.765s, 120.193s, 121.407s
	sql copy T4: 117.765s, 120.193s, 121.407s, 122.621s, 125.049s
	
	sql diff T1 T0: 472.000s, 479.188s, 486.376s, 498.355s, 460.020s
	sql diff T2 T0: 479.188s, 486.376s, 498.355s, 460.020s, 472.000s
	sql diff T3 T0: 486.376s, 498.355s, 460.020s, 472.000s, 479.188s
	sql diff T4 T0: 460.020s, 472.000s, 479.188s, 486.376s, 498.355s
	
	sql merge T1 T0: 490.188s, 497.653s, 505.118s, 517.559s, 477.747s
	sql merge T2 T0: 497.653s, 505.118s, 517.559s, 477.747s, 490.188s
	sql merge T3 T0: 505.118s, 517.559s, 477.747s, 490.188s, 497.653s
	sql merge T4 T0: 477.747s, 490.188s, 497.653s, 505.118s, 517.559s




100k-rows:
	branch clone T1: 0.163,0.167,0.153,0.140,0.188
	branch clone T2: 0.134,0.149,0.120,0.132,0.177
	branch clone T3: 0.146,0.120,0.144,0.142,0.127
	branch clone T4: 0.142,0.128,0.125,0.141,0.124
	
	branch diff T1 T0: 1.644,1.544,1.639,1.372,1.635
	branch diff T2 T0: 1.537,1.310,1.669,1.396,1.479
	branch diff T3 T0: 1.714,1.560,1.314,1.551,1.516
	branch diff T4 T0: 1.562,1.451,1.471,1.485,1.471
	
	branch merge T1 T0: 7.046,6.255,6.199,6.092,6.385
	branch merge T2 T0: 3.296,3.580,3.434,3.033,3.111
	branch merge T3 T0: 3.240,3.008,3.610,3.180,3.263
	branch merge T4 T0: 3.326,3.397,3.394,3.014,3.389
	
	merge T2/T3/T4 into T0: merge diff conflict happend


	sql copy T1: 121.407s, 122.621s, 125.049s, 117.765s, 120.193s
	sql copy T2: 122.621s, 125.049s, 117.765s, 120.193s, 121.407s
	sql copy T3: 117.765s, 120.193s, 121.407s, 122.621s, 125.049s
	sql copy T4: 120.193s, 121.407s, 122.621s, 125.049s, 117.765s
	
	sql diff T1 T0: 503.147s, 510.694s, 523.273s, 483.021s, 495.600s
	sql diff T2 T0: 510.694s, 523.273s, 483.021s, 495.600s, 503.147s
	sql diff T3 T0: 483.021s, 495.600s, 503.147s, 510.694s, 523.273s
	sql diff T4 T0: 495.600s, 503.147s, 510.694s, 523.273s, 483.021s
	
	sql merge T1 T0: 522.536s, 530.374s, 543.437s, 501.634s, 514.698s
	sql merge T2 T0: 530.374s, 543.437s, 501.634s, 514.698s, 522.536s
	sql merge T3 T0: 501.634s, 514.698s, 522.536s, 530.374s, 543.437s
	sql merge T4 T0: 514.698s, 522.536s, 530.374s, 543.437s, 501.634s



1m-rows:
	branch clone T1: 0.168,0.202,0.166,0.158,0.172
	branch clone T2: 0.145,0.158,0.155,0.126,0.144
	branch clone T3: 0.157,0.185,0.146,0.132,0.158
	branch clone T4: 0.147,0.275,0.155,0.125,0.210
	
	branch diff T1 T0: 3.485,3.223,3.198,3.087,3.017
	branch diff T2 T0: 3.305,3.425,2.857,3.667,2.870
	branch diff T3 T0: 3.283,3.031,2.953,3.200,3.168
	branch diff T4 T0: 2.944,2.929,2.873,3.118,2.850
	
